poem_id,book_name,count,title,verses,verse_number,label,poet
233,دوبیتی‌ها,233,دوبیتی شمارهٔ ۲۳۳,"عزیزان موسم جوش بهاره / چمن پر سبزه صحرا لاله زاره
دمی فرصت غنیمت دان درین فصل / که دنیای دنی بی اعتباره
",2,dobeyti,babataher
234,دوبیتی‌ها,234,دوبیتی شمارهٔ ۲۳۴,"غمم بیحد و دردم بی شماره / فغان کاین درد مو درمان نداره
خداوندا ندونه ناصح مو / که فریاد دلم بی‌اختیاره
",2,dobeyti,babataher
235,دوبیتی‌ها,235,دوبیتی شمارهٔ ۲۳۵,"دل مو بیتو زار و بی قراره / بجز آزار مو کاری نداره
زند دستان بسر چون طفل بدخو / بدرد هجرت اینش روزگاره
",2,dobeyti,babataher
236,دوبیتی‌ها,236,دوبیتی شمارهٔ ۲۳۶,"مو را ای دلبر مو با ته کاره / وگرنه در جهان بسیار یاره
کجا پروای چون مو سوته دیری / چو مو بلبل به گلزارت هزاره
",2,dobeyti,babataher
237,دوبیتی‌ها,237,دوبیتی شمارهٔ ۲۳۷,"زغم جان در تنم در گیر و داره / سرم در رهن تیغ آبداره
ندارم اختیاری از چه جوشش / دل مو تاب این سودا نداره
",2,dobeyti,babataher
238,دوبیتی‌ها,238,دوبیتی شمارهٔ ۲۳۸,"سرم بالین تنم بستر نداره / دلم جز شوق ته در سر نداره
نهد دور از ته هر کس سر ببالین / الهی سر ز بالین بر نداره
",2,dobeyti,babataher
239,دوبیتی‌ها,239,دوبیتی شمارهٔ ۲۳۹,"سر سرگشته‌ام سامان نداره / دل خون گشته‌ام درمان نداره
به کافر مذهبی دل بسته دیرم / که در هر مذهبی ایمان نداره
",2,dobeyti,babataher
240,دوبیتی‌ها,240,دوبیتی شمارهٔ ۲۴۰,"هر آن دلبر که چشم مست دیره / هزاران دل چو ما پا بست دیره
میان عاشقان آن ماه سیما / چو شعر مو بلند و پست دیره
",2,dobeyti,babataher
241,دوبیتی‌ها,241,دوبیتی شمارهٔ ۲۴۱,"دلم میل گل باغ ته دیره / درون سینه‌ام داغ ته دیره
بشم آلاله زاران لاله چینم / وینم آلاله هم داغ ته دیره
",2,dobeyti,babataher
242,دوبیتی‌ها,242,دوبیتی شمارهٔ ۲۴۲,"دلم میل گل روی ته دیره / سرم سودای گیسوی ته دیره
اگر چشمم بماه نو کره میل / نظر بر طاق ابروی ته دیره
",2,dobeyti,babataher
243,دوبیتی‌ها,243,دوبیتی شمارهٔ ۲۴۳,"سرم سودای گیسوی ته دیره / دلم میل گل روی ته دیره
اگر چشمم بماه نو کره میل / نظر بر طاق ابروی ته دیره
",2,dobeyti,babataher
244,دوبیتی‌ها,244,دوبیتی شمارهٔ ۲۴۴,"غمت در سینهٔ مو خانه دیره / چو جغدی جای در ویرانه دیره
فلک هم در دل تنگم نهد باز / هر آن انده که در انبانه دیره
",2,dobeyti,babataher
245,دوبیتی‌ها,245,دوبیتی شمارهٔ ۲۴۵,"مو که یارم سر یاری ندیره / مو که دردم سبکباری ندیره
همه واجن که یارت خواب نازه / چه خوابست اینکه بیداری ندیره
",2,dobeyti,babataher
246,دوبیتی‌ها,246,دوبیتی شمارهٔ ۲۴۶,"سحرگاهان که اشکم لاوه گیره / زآهم هفت چرخ آلاوه گیره
چنان از دیده ریزم اشک خونین / که گیتی سر بسر سیلابه گیره
",2,dobeyti,babataher
247,دوبیتی‌ها,247,دوبیتی شمارهٔ ۲۴۷,"دل مو غیرته دلبر نگیره / بجای جوهری جوهر نگیره
دل مو سوته و مهر ته آذر / نبی ناسوته آذر در نگیره
",2,dobeyti,babataher
248,دوبیتی‌ها,248,دوبیتی شمارهٔ ۲۴۸,"دل ارمهرت نورزه بر چه ارزه / گل است آندل که مهر تو نورزه
گریبانی که از عشقت شود چاک / بیک عالم گریبان وابیرزه
",2,dobeyti,babataher
249,دوبیتی‌ها,249,دوبیتی شمارهٔ ۲۴۹,"درخت غم بجانم کرده ریشه / بدرگاه خدا نالم همیشه
رفیقان قدر یکدیگر بدانید / اجل سنگست و آدم مثل شیشه
",2,dobeyti,babataher
250,دوبیتی‌ها,250,دوبیتی شمارهٔ ۲۵۰,"هزاران دل بغارت برده ویشه / هزارانت دگر خون کرده ویشه
هزاران داغ ریش ار ویشم اشمرد / هنو نشمرده از اشمرده ویشه
",2,dobeyti,babataher
251,دوبیتی‌ها,251,دوبیتی شمارهٔ ۲۵۱,"پریشان سنبلان پرتاب مکه / خمارین نرگسان پرخواب مکه
براینی ته که دل از مابرینی / برینه روزگار اشتاب مکه
",2,dobeyti,babataher
252,دوبیتی‌ها,252,دوبیتی شمارهٔ ۲۵۲,"به والله و به بالله و به تالله / قسم بر آیهٔ نصر من الله
که دست از دامنت من بر ندارم / اگر کشته شوم الحکم لله
",2,dobeyti,babataher
253,دوبیتی‌ها,253,دوبیتی شمارهٔ ۲۵۳,"درین بوم و برانم پرورش نه / شوانم جا و روزانم خورش نه
سری دیرم که مغزی اندرو نه / تنی دیرم که پروای سرش نه
",2,dobeyti,babataher
254,دوبیتی‌ها,254,دوبیتی شمارهٔ ۲۵۴,"دلی همچون دل نالان مو نه / غمی همچون غم هجران مو نه
اگر دریا اگر ابر بهاران / حریف دیدهٔ گریان مو نه
",2,dobeyti,babataher
255,دوبیتی‌ها,255,دوبیتی شمارهٔ ۲۵۵,"چو مو یک سوته دل پروانه‌ای نه / بعالم همچو مو دیوانه‌ای نه
همه مارون و مورون لانه دیرن / من دیوانه را ویرانه‌ایی نه
",2,dobeyti,babataher
256,دوبیتی‌ها,256,دوبیتی شمارهٔ ۲۵۶,"بدنیا مثل مو دل سوته‌ای نه / بدرد سوز غم اندوته‌ای نه
چسان بندم ره سیل دو دیده / که این زخم دلم لو سوته‌ای نه
",2,dobeyti,babataher
257,دوبیتی‌ها,257,دوبیتی شمارهٔ ۲۵۷,"به کس درد دل مو واتنی نه / که سنگ از آسمون انداتنی نه
بمو واجن که ترک یار خود که / کسیس یارم که ترکش واتنی نه
",2,dobeyti,babataher
258,دوبیتی‌ها,258,دوبیتی شمارهٔ ۲۵۸,"سحرگاهان فغان بلبلانه / بیاد روی پر نور گلانه
ز آه مو فلک آخر خدرکه / اثر در نالهٔ سوته دلانه
",2,dobeyti,babataher
259,دوبیتی‌ها,259,دوبیتی شمارهٔ ۲۵۹,"نوای ناله غم اندوته ذونه / عیار قلب و خالص بوته ذونه
بیا سوته دلان با هم بنالیم / که قدر سوته دل دل سوته ذونه
",2,dobeyti,babataher
260,دوبیتی‌ها,260,دوبیتی شمارهٔ ۲۶۰,"دلم از دست تو دایم غمینه / ببالین خشتی و بستر زمینه
همین جرمم که مو ته دوست دیرم / که هر کت دوست دیره حالش اینه
",2,dobeyti,babataher
261,دوبیتی‌ها,261,دوبیتی شمارهٔ ۲۶۱,"چه باغ است اینکه دارش آذرینه / چه دشت است اینکه خونخوارش زمینه
مگر بوم و بر سنگین دلان است / مگر صحرای عشق نازنینه
",2,dobeyti,babataher
262,دوبیتی‌ها,262,دوبیتی شمارهٔ ۲۶۲,"اگر شاهین بچرخ هشتمینه / کند فریاد مرگ اندر کمینه
اگر صد سال در دنیا بمانی / در آخر منزلت زیر زمینه
",2,dobeyti,babataher
263,دوبیتی‌ها,263,دوبیتی شمارهٔ ۲۶۳,"دیم یک عندلیب خوشنوائی / که می‌نالید وقت صبحگاهی
بشاخ گلبنی با گل همی گفت / که یارا بی وفایی بی وفائی
",2,dobeyti,babataher
264,دوبیتی‌ها,264,دوبیتی شمارهٔ ۲۶۴,"فلک در قصد آزارم چرائی / گلم گر نیستی خارم چرائی
ته که باری ز دوشم بر نداری / میان بار سربارم چرایی
",2,dobeyti,babataher
265,دوبیتی‌ها,265,دوبیتی شمارهٔ ۲۶۵,"سر راهت نشینم تا بیایی / در شادی بروی ما گشایی
شود روزی بروز مو نشینی / که تا وینی چه سخت بیوفائی
",2,dobeyti,babataher
266,دوبیتی‌ها,266,دوبیتی شمارهٔ ۲۶۶,"تو آری روز روشن را شب از پی / شده کون و مکان از قدرتت حی
حقیقت بشنو از طاهر که گردید / بیک کن خلقت هر دو جهان طی
",2,dobeyti,babataher
267,دوبیتی‌ها,267,دوبیتی شمارهٔ ۲۶۷,"ته کت نازنده چشمان سرمه سائی / ته کت زیبنده بالا دلربایی
ته کت مشکین دو گیسو در قفائی / بمو واجی که سرگردان چرائی
",2,dobeyti,babataher
268,دوبیتی‌ها,268,دوبیتی شمارهٔ ۲۶۸,"عزیزان از غم و درد جدایی / به چشمانم نمانده روشنائی
بدرد غربت و هجرم گرفتار / نه یار و همدمی نه آشنائی
",2,dobeyti,babataher
269,دوبیتی‌ها,269,دوبیتی شمارهٔ ۲۶۹,"به هر شام و سحر گریم بکوئی / که جاری سازم از هر دیده جوئی
مو آن بی طالعم در باغ عالم / که گل کارم بجایش خار روئی
",2,dobeyti,babataher
270,دوبیتی‌ها,270,دوبیتی شمارهٔ ۲۷۰,"ز کشت خاطرم جز غم نروئی / ز باغم جز گل ماتم نروئی
ز صحرای دل بیحاصل مو / گیاه ناامیدی هم نروئی
",2,dobeyti,babataher
271,دوبیتی‌ها,271,دوبیتی شمارهٔ ۲۷۱,"الهی دل بلا بی دل بلا بی / گنه چشمان کره دل مبتلا بی
اگر چشمان نکردی دیده بانی / چه داند دل که خوبان در کجابی
",2,dobeyti,babataher
272,دوبیتی‌ها,272,دوبیتی شمارهٔ ۲۷۲,"غم عالم نصیب جان ما بی / بدور ما فراغت کیمیا بی
رسد آخر بدرمان درد هرکس / دل ما بی که دردش بیدوا بی
",2,dobeyti,babataher
273,دوبیتی‌ها,273,دوبیتی شمارهٔ ۲۷۳,"وای آن روزی که قاضی مان خدا بی / به میزان و صراطم ماجرا بی
بنوبت میروند پیر و جوانان / وای آنساعت که نوبت زان ما بی
",2,dobeyti,babataher
274,دوبیتی‌ها,274,دوبیتی شمارهٔ ۲۷۴,"صفا هونم صفا هونم چه جابی / که هر یاری گرفتم بیوفا بی
بشم یکسر بتازم تا به شیراز / که در هر منزلی صد آشنا بی
",2,dobeyti,babataher
275,دوبیتی‌ها,275,دوبیتی شمارهٔ ۲۷۵,"عاشق آن به که دایم در بلا بی / ایوب آسا به کرمان مبتلا بی
حسن آسا بدستش کاسهٔ زهر / حسین آسا بدشت کربلا بی
",2,dobeyti,babataher
276,دوبیتی‌ها,276,دوبیتی شمارهٔ ۲۷۶,"بدام دلبری دل مبتلا بی / که هجرانش بلا وصلش بلا بی
درین ویرانه دل جز خون ندیدم / نه دل گویی که دشت کربلا بی
",2,dobeyti,babataher
277,دوبیتی‌ها,277,دوبیتی شمارهٔ ۲۷۷,"جهان بی‌وفا زندان ما بی / گل غم قسمت دامان ما بی
غم یعقوب و محنت‌های ایوب / همه گویا نصیب جان ما بی
",2,dobeyti,babataher
278,دوبیتی‌ها,278,دوبیتی شمارهٔ ۲۷۸,"بسوی باغ و بستان لاله وابی / همه موها مثال ژاله وا بی
وگر سوی خراسان کاروان را / رهانم مو سوی بنگاله وا بی
",2,dobeyti,babataher
279,دوبیتی‌ها,279,دوبیتی شمارهٔ ۲۷۹,"زمشک‌تر سیه‌تر سنبلت بی / هزاران دل اسیر کاکلت بی
زآه و ناله تاثیری ندیدم / زخارا سخت‌تر گویا دلت بی
",2,dobeyti,babataher
280,دوبیتی‌ها,280,دوبیتی شمارهٔ ۲۸۰,"بدریای غمت دل غوطه‌ور بی / مرا داغ فراقت بر جگر بی
ز مژگان خدنگت خورده‌ام تیر / که هر دم سوج دل زان بیشتر بی
",2,dobeyti,babataher
281,دوبیتی‌ها,281,دوبیتی شمارهٔ ۲۸۱,"مدامم دل براه و دیده تر بی / شراب عیشم از خون جگر بی
ببویت زندگی یابم پس از مرگ / ترا گر بر سر خاکم گذر بی
",2,dobeyti,babataher
282,دوبیتی‌ها,282,دوبیتی شمارهٔ ۲۸۲,"ز آهم هفت گردون پر شرر بی / زمژگانم روان خون جگر بی
ته که هرگز دلت از غم نسوجه / کجا از سوته دیلانت خبر بی
",2,dobeyti,babataher
283,دوبیتی‌ها,283,دوبیتی شمارهٔ ۲۸۳,"خوشا آندل که از خود بیخبر بی / ندونه در سفر یا در حضر بی
بکوه و دشت و صحرا همچو مجنون / پی لیلی دوان با چشم تر بی
",2,dobeyti,babataher
284,دوبیتی‌ها,284,دوبیتی شمارهٔ ۲۸۴,"شبم از روز و روز از شو بتر بی / دل آشفته‌ام زیر و زبر بی
شو و روز از فراقت نالهٔ مو / چو آه سوته جانان پر شرر بی
",2,dobeyti,babataher
285,دوبیتی‌ها,285,دوبیتی شمارهٔ ۲۸۵,"چه خوش بی‌مهربانی هر دو سر بی / که یکسر مهربانی دردسر بی
اگر مجنون دل شوریده‌ای داشت / دل لیلی از آن شوریده تر بی
",2,dobeyti,babataher
286,دوبیتی‌ها,286,دوبیتی شمارهٔ ۲۸۶,"مدامم دل پر از خون جگر بی / چو شمع آتش بجان و دیده تر بی
نشینم بر سر راهت شو و روز / که تا روزی ترا بر مو گذر بی
",2,dobeyti,babataher
287,دوبیتی‌ها,287,دوبیتی شمارهٔ ۲۸۷,"دل از دست غمت زیر و زبر بی / بچشمان اشکم از خون جگر بی
هران یاری چو مو پرناز دیره / دلش پر غصه جانش پر شرر بی
",2,dobeyti,babataher
288,دوبیتی‌ها,288,دوبیتی شمارهٔ ۲۸۸,"هر آن باغی که نخلش سر بدر بی / مدامش باغبون خونین جگر بی
بباید کندنش از بیخ و از بن / اگر بارش همه لعل و گهر بی
",2,dobeyti,babataher
289,دوبیتی‌ها,289,دوبیتی شمارهٔ ۲۸۹,"شوم از شام یلدا تیره‌تر بی / درد دلم ز بودردا بتر بی
همه دردا رسن آخر بدرمون / درمان درد ما خود بی اثر بی
",2,dobeyti,babataher
290,دوبیتی‌ها,290,دوبیتی شمارهٔ ۲۹۰,"دل تو کی ز حالم با خبر بی / کجا رحمت باین خونین جگر بی
تو که خونین جگر هرگز نبودی / کی از خونین جگرها با خبر بی
",2,dobeyti,babataher
291,دوبیتی‌ها,291,دوبیتی شمارهٔ ۲۹۱,"خوشا آندل که از غم بهره‌ور بی / بر آندل وای کز غم بی‌خبر بی
ته که هرگز نسوته دیلت از غم / کجا از سوته دیلانت خبر بی
",2,dobeyti,babataher
292,دوبیتی‌ها,292,دوبیتی شمارهٔ ۲۹۲,"هر آنکس مال و جاهش بیشتر بی / دلش از درد دنیا ریشتر بی
اگر بر سر نهی چون خسروان تاج / به شیرین جانت آخر نیشتر بی
",2,dobeyti,babataher
293,دوبیتی‌ها,293,دوبیتی شمارهٔ ۲۹۳,"هر آنکس با تو قربش بیشتر بی / دلش از درد هجران ریشتر بی
اگر یکبار چشمانت بوینم / بجانم صد هزاران نیشتر بی
",2,dobeyti,babataher
294,دوبیتی‌ها,294,دوبیتی شمارهٔ ۲۹۴,"خور آئین چهره‌ات افروته‌تر بی / بجانم تیر عشقت دوته‌تر بی
چرا خال رخت دونی سیاهه / هر آن نزدیک خور بی سوته‌تر بی
",2,dobeyti,babataher
295,دوبیتی‌ها,295,دوبیتی شمارهٔ ۲۹۵,"زخور این چهره‌ات افروته‌تر بی / تیر عشقت بجانم روته‌تر بی
مرا اختر بود خال سیاهت / ز مو یارا که اختر سوته‌تر بی
",2,dobeyti,babataher
296,دوبیتی‌ها,296,دوبیتی شمارهٔ ۲۹۶,"چه خوش بی وصلت ای مه امشبک بی / مرا وصل تو آرام دلک بی
زمهرت ای مه شیرین چالاک / مدامم دست حسرت بر سرک بی
",2,dobeyti,babataher
297,دوبیتی‌ها,297,دوبیتی شمارهٔ ۲۹۷,"دلا راهت پر از خار و خسک بی / گذرگاه تو بر اوج فلک بی
شب تار و بیابان دور منزل / خوشا آنکس که بارش کمترک بی
",2,dobeyti,babataher
298,دوبیتی‌ها,298,دوبیتی شمارهٔ ۲۹۸,"شب تار و بیابان پرورک بی / در این ره روشنایی کمترک بی
گر از دستت برآید پوست از تن / بیفکن تا که بارت کمترک بی
",2,dobeyti,babataher
299,دوبیتی‌ها,299,دوبیتی شمارهٔ ۲۹۹,"دلا راه تو پر خار و خسک بی / درین ره روشنایی کمترک بی
گر از دستت بر آید پوست از تن / بیفکن تا که بارت کمترک بی
",2,dobeyti,babataher
300,دوبیتی‌ها,300,دوبیتی شمارهٔ ۳۰۰,"زشورانگیزی چرخ و فلک بی / که دایم چشم بختم پر نمک بی
دمادم دود آهم تا سما بی / پیاپی سیل اشکم تا سمک بی
",2,dobeyti,babataher
301,دوبیتی‌ها,301,دوبیتی شمارهٔ ۳۰۱,"دلم بلبل صفت حیران گل بی / درونم چون درخت پی بگل بی
خونابه بار دیرم ارغوان وار / درخت نهله بارش خون دل بی
",2,dobeyti,babataher
302,دوبیتی‌ها,302,دوبیتی شمارهٔ ۳۰۲,"قدم دایم ز بار غصه خم بی / چو مو محنت کشی در دهر کم بی
مو هرگز از غم آزادی ندیرم / دل بی طالع مو کوه غم بی
",2,dobeyti,babataher
303,دوبیتی‌ها,303,دوبیتی شمارهٔ ۳۰۳,"قدم دایم زبار غصه خم بی / چو مو خونین دلی در دهر کم بی
زغم یکدم مو آزادی ندیرم / دل بیچارهٔ مو کوه غم بی
",2,dobeyti,babataher
304,دوبیتی‌ها,304,دوبیتی شمارهٔ ۳۰۴,"به لامردم مکان دلبرم بی / سخنهای خوشش تاج سرم بی
اگر شاهم ببخشد ملک شیراز / همان بهتر که دلبر در برم بی
",2,dobeyti,babataher
305,دوبیتی‌ها,305,دوبیتی شمارهٔ ۳۰۵,"نپنداری که زندان خوشترم بی / سرم بو گوی میدان خوشترم بی
چو گلخن تار و تاریکه به چشمم / گلستان بی ته زندان خوشترم بی
",2,dobeyti,babataher
306,دوبیتی‌ها,306,دوبیتی شمارهٔ ۳۰۶,"گر آن نامهربانم مهربان بی / چرا از دیدگانم خون روان بی
اگر دلبر بمو دلدار می‌بو / چرا در تن مرا نه دل نه جان بی
",2,dobeyti,babataher
307,دوبیتی‌ها,307,دوبیتی شمارهٔ ۳۰۷,"دلم از سوز عشق آتش بجان بی / بکامم زهر از آن شکر دهان بی
همان دستان که با ته بی بگردن / کنونم چون مگس بر سر زنان بی
",2,dobeyti,babataher
308,دوبیتی‌ها,308,دوبیتی شمارهٔ ۳۰۸,"جهان خوان و خلایق میهمان بی / گل امروز مو فردا خزان بی
سیه چالی که نامش را نهند گور / بما واجن که اینت خانمان بی
",2,dobeyti,babataher
309,دوبیتی‌ها,309,دوبیتی شمارهٔ ۳۰۹,"خدایی که مکانش لامکان بی / صفابخش جمال گلرخان بی
پدید آرندهٔ روز و شب و خلق / که بر هر بنده او روزی رسان بی
",2,dobeyti,babataher
310,دوبیتی‌ها,310,دوبیتی شمارهٔ ۳۱۰,"هزاران لاله و گل در جهان بی / همه زیبا به چشم دیگران بی
آلالهٔ مو به زیبایی درین باغ / سرافراز همه آلالیان بی
",2,dobeyti,babataher
311,دوبیتی‌ها,311,دوبیتی شمارهٔ ۳۱۱,"ز بیداد فلک یارون امان بی / امان جستن روز آخرزمان بی
اگر پاره کرم یخه بجا بو / که وامو آسمان پرسرگران بی
",2,dobeyti,babataher
312,دوبیتی‌ها,312,دوبیتی شمارهٔ ۳۱۲,"سخن از هر چه واجم واتشان بی / حدیث از بیش و از کم واتشان بی
بدریا گر روم گوهر بر آرم / هر آن گوهر که وینم واتشان بی
",2,dobeyti,babataher
313,دوبیتی‌ها,313,دوبیتی شمارهٔ ۳۱۳,"خوشا آنانکه الله یارشان بی / بحمد و قل هو الله کارشان بی
خوشا آنانکه دایم در نمازند / بهشت جاودان بازارشان بی
",2,dobeyti,babataher
314,دوبیتی‌ها,314,دوبیتی شمارهٔ ۳۱۴,"چه واجم هر چه واجم واته‌شان بی / سخن از بیش و از کم واته‌شان بی
بدریا مو شدم گوهر برآرم / هر آن گوهر که دیدم واته‌شان بی
",2,dobeyti,babataher
315,دوبیتی‌ها,315,دوبیتی شمارهٔ ۳۱۵,"سیه بختم که بختم واژگون بی / سیه روجم که روجم سرنگون بی
شدم آوارهٔ کوی محبت / زدست دل که یارب غرق خون بی
",2,dobeyti,babataher
316,دوبیتی‌ها,316,دوبیتی شمارهٔ ۳۱۶,"من آن شمعم که اشکم آتشین بی / که هر سوته دلی حالش همین بی
همه شب گریم و نالم همه روز / بیته شامم چنان روزم چنین بی
",2,dobeyti,babataher
317,دوبیتی‌ها,317,دوبیتی شمارهٔ ۳۱۷,"زدست عشق هر شو حالم این بی / سریرم خشت و بالینم زمین بی
خوشم این بی که موته دوست دیرم / هر آن ته دوست داره حالش این بی
",2,dobeyti,babataher
318,دوبیتی‌ها,318,دوبیتی شمارهٔ ۳۱۸,"دو چشمانت پیالهٔ پر ز می بی / خراج ابروانت ملک ری بی
همی وعده کری امروز و فردا / نمیدانم که فردای تو کی بی
",2,dobeyti,babataher
319,دوبیتی‌ها,319,دوبیتی شمارهٔ ۳۱۹,"گلان فصل بهاران هفته‌ای بی / زمان وصل یاران هفته‌ای بی
غنیمت دان وصال لاله رویان / که گل در لاله زاران هفته‌ای بی
",2,dobeyti,babataher
320,دوبیتی‌ها,320,دوبیتی شمارهٔ ۳۲۰,"الاله کوهساران هفته ای بی / بنفشه جو کناران هفته‌ای بی
منادی میکره شهرو به شهرو / وفای گلعذاران هفته‌ای بی
",2,dobeyti,babataher
321,دوبیتی‌ها,321,دوبیتی شمارهٔ ۳۲۱,"بهار آیو به هر شاخی گلی بی / بهر لاله هزاران بلبلی بی
بهر مرزی نیارم پا نهادن / مبو کز مو بتر سوز دلی بی
",2,dobeyti,babataher
322,دوبیتی‌ها,322,دوبیتی شمارهٔ ۳۲۲,"همه دل ز آتش غم سوتنی بی / بهرجان سوز هجر افروتنی بی
که از دست اجل بر تن قبائی / اگر شاه و گدائی دوتنی بی
",2,dobeyti,babataher
323,دوبیتی‌ها,323,دوبیتی شمارهٔ ۳۲۳,"بدنیای دنی کی ماندنی بی / که دامان بر جهان افشاندنی بی
همی لا تقنطوا خوانی عزیزا / دلا یا ویلنا هم خواندنی بی
",2,dobeyti,babataher
324,دوبیتی‌ها,324,دوبیتی شمارهٔ ۳۲۴,"یقینم حاصله که هرزه گردی / ازین گردش که داری برنگردی
بروی مو ببستی هر رهی را / بدین عادت که داری کی ته مردی
",2,dobeyti,babataher
325,دوبیتی‌ها,325,دوبیتی شمارهٔ ۳۲۵,"مو را نه فکر سودایی نه سودی / نه در دل فکر بهبودی نه بودی
نخواهم جو کنار و چشمه سارون / که هر چشمم هزارون زنده رودی
",2,dobeyti,babataher
326,دوبیتی‌ها,326,دوبیتی شمارهٔ ۳۲۶,"اگر دردم یکی بودی چه بودی / وگر غم اندکی بودی چه بودی
به بالینم طبیبی یا حبیبی / ازین هر دو یکی بودی چه بودی
",2,dobeyti,babataher
327,دوبیتی‌ها,327,دوبیتی شمارهٔ ۳۲۷,"از آن روزیکه ما را آفریدی / بغیر از معصیت چیزی ندیدی
خداوندا بحق هشت و چارت / ز ما بگذر شتر دیدی ندیدی
",2,dobeyti,babataher
328,دوبیتی‌ها,328,دوبیتی شمارهٔ ۳۲۸,"بمو واجی چرا ته بیقراری / چو گل پروردهٔ باد بهاری
چرا گردی بکوه و دشت و صحرا / بجان او ندارم اختیاری
",2,dobeyti,babataher
329,دوبیتی‌ها,329,دوبیتی شمارهٔ ۳۲۹,"همه روزم فغان و بیقراری / شوان بیداری و فریاد و زاری
بمو سوجه دل هر دور و نزدیک / ته از سنگین دلی پروا نداری
",2,dobeyti,babataher
330,دوبیتی‌ها,330,دوبیتی شمارهٔ ۳۳۰,"خدایا دل ز مو بستان بزاری / نمی‌آید ز مو بیمار داری
نمیدونم لب لعلش به خونم / چرا تشنه است با این آبداری
",2,dobeyti,babataher
331,دوبیتی‌ها,331,دوبیتی شمارهٔ ۳۳۱,"مرا دیوانه و شیدا ته دیری / مرا سرگشته و رسوا ته دیری
نمیدونم دلم دارد کجا جای / همیدونم که دردی جا ته دیری
",2,dobeyti,babataher
332,دوبیتی‌ها,332,دوبیتی شمارهٔ ۳۳۲,"نگارینا دل و جانم ته دیری / همه پیدا و پنهانم ته دیری
نمیدانم که این درد از که دیرم / همیدانم که درمانم ته دیری
",2,dobeyti,babataher
333,دوبیتی‌ها,333,دوبیتی شمارهٔ ۳۳۳,"مسلسل زلف بر رخ ریته دیری / گل و سنبل بهم آمیته دیری
پریشان چون کری زلف دو تا را / بهر تاری دلی آویته دیری
",2,dobeyti,babataher
334,دوبیتی‌ها,334,دوبیتی شمارهٔ ۳۳۴,"برویت از حیا خوی ریته دیری / دو ابرویت بناز آمیته دیری
به سحر دیده در چاه زنخدان / بسی هاروت دل آویته دیری
",2,dobeyti,babataher
335,دوبیتی‌ها,335,دوبیتی شمارهٔ ۳۳۵,"سمن زلفا بری چون لاله دیری / ز نرگس ناز در دنباله دیری
از آن رو سه بمهرم بر نیاری / که در سرناز چندین ساله دیری
",2,dobeyti,babataher
336,دوبیتی‌ها,336,دوبیتی شمارهٔ ۳۳۶,"غم اندر سینهٔ مو خانه دیری / چو ویرانه که بوم آشانه دیری
فلک اندر دل مسکین مو نه / ازین غم هرچه در انبانه دیری
",2,dobeyti,babataher
337,دوبیتی‌ها,337,دوبیتی شمارهٔ ۳۳۷,"کشیمان ار بزاری از که ترسی / برانی گر بخواری از که ترسی
مو با این نیمه دل از کس نترسم / دو عالم دل ته داری از که ترسی
",2,dobeyti,babataher
338,دوبیتی‌ها,338,دوبیتی شمارهٔ ۳۳۸,"کشم آهی که گردون پر شرر شی / دل دیوانه‌ام دیوانه‌تر شی
بترس از برق آه سوته دیلان / که آه سوته دیلان کارگر شی
",2,dobeyti,babataher
339,دوبیتی‌ها,339,دوبیتی شمارهٔ ۳۳۹,"دل دیوانه‌ام دیوانه‌تر شی / خرابه خانه‌ام ویرانه‌تر شی
کشم آهی که گردون را بسوجم / که آه سوته دیلان کارگر شی
",2,dobeyti,babataher
340,دوبیتی‌ها,340,دوبیتی شمارهٔ ۳۴۰,"الهی ای فلک چون مو زبون شی / دلت همچون دل مو غرق خون شی
اگر یک لحظه ام بی غم بوینی / یقین دانم کزین غم سرنگون شی
",2,dobeyti,babataher
341,دوبیتی‌ها,341,دوبیتی شمارهٔ ۳۴۱,"دل بی عشق را افسردن اولی / هر که دردی نداره مردن اولی
تنی که نیست ثابت در ره عشق / ذره ذره به آتش سوتن اولی
",2,dobeyti,babataher
342,دوبیتی‌ها,342,دوبیتی شمارهٔ ۳۴۲,"در اشکم بدامان ریته اولی / خون دلم ز چشمان ریته اولی
بکس حرفی ز جورت وانواجم / که حرف جور پنهان ریته اولی
",2,dobeyti,babataher
343,دوبیتی‌ها,343,دوبیتی شمارهٔ ۳۴۳,"دل ار عشقت نداره مرده اولی / روان بی درد عشق افسرده اولی
سحر بلبل زند در گلشن آواز / که گل بی عشق حق پژمرده اولی
",2,dobeyti,babataher
344,دوبیتی‌ها,344,دوبیتی شمارهٔ ۳۴۴,"اگر دل دلبری دلبر کدامی / وگر دلبر دلی دل را چه نامی
دل و دلبر بهم آمیته وینم / ندانم دل که و دلبر کدامی
",2,dobeyti,babataher
345,دوبیتی‌ها,345,دوبیتی شمارهٔ ۳۴۵,"کسیکه ره بفریادم برد نی / خبر بر سرو آزادم برد نی
همه خوبان عالم جمع گردند / کسیکه یادت از یادم برد نی
",2,dobeyti,babataher
346,دوبیتی‌ها,346,دوبیتی شمارهٔ ۳۴۶,"شبی ناید ز اشکم دیده تر نی / سرشکم جاری از خون جگر نی
شو و روجم رود با نالهٔ زار / ته را از حال زار مو خبر نی
",2,dobeyti,babataher
